Agency Type,State,City,Crime Type,Victim Sex,Victim Age,Victim Race,Victim Ethnicity,Weapon,Victim Count,Perpetrator Count,Crime Solved,is_victim_age_missing
Municipal Police,Florida,Dade,Murder or Manslaughter,Male,23,Black,Unknown,Firearm,0,0,No,False
County Police,Georgia,Georgia_othercity,Murder or Manslaughter,Male,24,Black,Unknown,Handgun,0,0,No,False
Municipal Police,Michigan,Wayne,Murder or Manslaughter,Male,21,Black,Unknown,Firearm,0,0,Yes,False
Municipal Police,Massachusetts,Massachusetts_othercity,Murder or Manslaughter,Male,6,Black,Unknown,Suffocation,0,0,Yes,True
Municipal Police,New York,New York,Murder or Manslaughter,Male,21,White,Hispanic,Handgun,1,0,No,False
Municipal Police,Florida,Florida_othercity,Murder or Manslaughter,Female,36,Black,Unknown,Knife,0,0,Yes,False
Municipal Police,Michigan,Wayne,Murder or Manslaughter,Female,54,White,Unknown,Handgun,0,0,Yes,False
Municipal Police,Michigan,Wayne,Murder or Manslaughter,Male,41,Black,Unknown,Handgun,0,0,No,False
Municipal Police,California,Riverside,Murder or Manslaughter,Male,37,White,Hispanic,Knife,0,0,Yes,False
Municipal Police,New Jersey,Essex,Murder or Manslaughter,Male,23,Black,Unknown,Handgun,0,0,No,False
Municipal Police,Virginia,Virginia_othercity,Murder or Manslaughter,Male,19,Black,Unknown,Unknown,0,2,Yes,False
Municipal Police,California,California_othercity,Murder or Manslaughter,Male,15,White,Hispanic,Handgun,0,0,No,False
County Police,Maryland,Maryland_othercity,Murder or Manslaughter,Female,51,Black,Not Hispanic,Handgun,0,0,Yes,False
Municipal Police,Illinois,Cook,Murder or Manslaughter,Male,19,Black,Unknown,Handgun,0,0,No,False
Municipal Police,Illinois,Cook,Murder or Manslaughter,Male,19,White,Unknown,Handgun,0,0,No,False
Municipal Police,Ohio,Franklin,Murder or Manslaughter,Male,34,Black,Unknown,Handgun,0,0,No,False
Municipal Police,Georgia,Fulton,Murder or Manslaughter,Male,34,Black,Not Hispanic,Handgun,0,0,No,False
Municipal Police,Wisconsin,Milwaukee,Murder or Manslaughter,Male,31,Black,Unknown,Rifle,1,3,Yes,False
Sheriff,Florida,Florida_othercity,Murder or Manslaughter,Male,29,Black,Unknown,Handgun,0,0,No,False
Municipal Police,Tennessee,Tennessee_othercity,Murder or Manslaughter,Male,37,Black,Unknown,Handgun,0,0,No,False
Municipal Police,Ohio,Hamilton,Murder or Manslaughter,Male,33,Black,Unknown,Handgun,0,0,No,False
Sheriff,Indiana,Indiana_othercity,Murder or Manslaughter,Male,32,White,Unknown,Handgun,0,0,Yes,False
Municipal Police,Michigan,Wayne,Murder or Manslaughter,Male,48,Black,Unknown,Unknown,0,0,No,False
Municipal Police,Ohio,Cuyahoga,Murder or Manslaughter,Male,35,Black,Unknown,Unknown,0,0,Yes,False
Municipal Police,Mississippi,Hinds,Murder or Manslaughter,Male,19,Black,Not Hispanic,Handgun,0,0,No,False
Municipal Police,New Jersey,New Jersey_othercity,Murder or Manslaughter,Male,38,Black,Unknown,Handgun,0,0,No,False
Municipal Police,Texas,Harris,Murder or Manslaughter,Male,51,White,Hispanic,Handgun,0,0,Yes,False
Municipal Police,Michigan,Wayne,Murder or Manslaughter,Male,31,Black,Unknown,Firearm,0,0,No,False
Municipal Police,Louisiana,Orleans,Murder or Manslaughter,Male,19,Black,Unknown,Handgun,1,0,No,False
Municipal Police,Illinois,Cook,Murder or Manslaughter,Unknown,45,Black,Unknown,Handgun,0,0,No,False
Municipal Police,Pennsylvania,Philadelphia,Murder or Manslaughter,Male,32,Black,Not Hispanic,Handgun,0,0,No,False
Municipal Police,District of Columbia,District of Columbia,Murder or Manslaughter,Male,40,Black,Unknown,Firearm,0,0,No,False
Municipal Police,Pennsylvania,Philadelphia,Murder or Manslaughter,Male,44,Black,Not Hispanic,Handgun,0,0,No,False
Municipal Police,California,Fresno,Murder or Manslaughter,Male,29,Black,Not Hispanic,Shotgun,0,0,No,False
Municipal Police,Pennsylvania,Allegheny,Murder or Manslaughter,Male,50,Black,Not Hispanic,Firearm,0,0,No,False
Municipal Police,California,Alameda,Murder or Manslaughter,Male,43,Black,Not Hispanic,Handgun,0,0,No,False
Sheriff,Louisiana,Louisiana_othercity,Murder or Manslaughter,Male,18,Black,Not Hispanic,Handgun,0,0,Yes,False
Sheriff,California,Los Angeles,Murder or Manslaughter,Male,29,Black,Not Hispanic,Handgun,0,0,No,False
Municipal Police,Colorado,Colorado_othercity,Murder or Manslaughter,Male,29,White,Unknown,Firearm,0,0,No,False
Municipal Police,Indiana,Lake,Murder or Manslaughter,Male,78,Black,Unknown,Knife,0,0,Yes,False
Municipal Police,Wisconsin,Milwaukee,Murder or Manslaughter,Male,48,White,Unknown,Firearm,0,2,Yes,False
Municipal Police,Indiana,Indiana_othercity,Murder or Manslaughter,Male,18,White,Not Hispanic,Knife,0,0,Yes,False
Municipal Police,Michigan,Michigan_othercity,Murder or Manslaughter,Male,62,White,Unknown,Unknown,0,0,Yes,False
Municipal Police,California,Orange,Murder or Manslaughter,Female,49,White,Not Hispanic,Suffocation,0,0,Yes,False
Municipal Police,California,Los Angeles,Murder or Manslaughter,Female,34,White,Hispanic,Handgun,0,0,No,False
Municipal Police,District of Columbia,District of Columbia,Murder or Manslaughter,Male,21,Black,Unknown,Firearm,0,0,No,False
Municipal Police,District of Columbia,District of Columbia,Murder or Manslaughter,Male,23,Black,Unknown,Firearm,0,0,No,False
Sheriff,Florida,Florida_othercity,Murder or Manslaughter,Female,49,White,Unknown,Firearm,0,0,Yes,False
Municipal Police,Florida,Florida_othercity,Murder or Manslaughter,Male,45,White,Unknown,Handgun,0,0,Yes,False
Sheriff,California,California_othercity,Murder or Manslaughter,Male,25,Black,Not Hispanic,Firearm,0,0,No,False
Municipal Police,Michigan,Wayne,Murder or Manslaughter,Male,25,Black,Unknown,Unknown,0,0,No,False
Municipal Police,Oregon,Oregon_othercity,Murder or Manslaughter,Female,24,White,Not Hispanic,Knife,0,0,Yes,False
Municipal Police,California,Los Angeles,Murder or Manslaughter,Male,17,Black,Not Hispanic,Handgun,0,0,No,False
Municipal Police,Minnesota,Minnesota_othercity,Murder or Manslaughter,Male,28,Black,Not Hispanic,Handgun,0,0,Yes,False
Municipal Police,Texas,Texas_othercity,Murder or Manslaughter,Male,2,White,Not Hispanic,Unknown,0,1,Yes,True
Municipal Police,Pennsylvania,Philadelphia,Murder or Manslaughter,Male,35,Black,Not Hispanic,Handgun,0,0,No,False
Municipal Police,Georgia,Georgia_othercity,Murder or Manslaughter,Male,18,Black,Not Hispanic,Rifle,0,0,Yes,False
Municipal Police,California,San Diego,Murder or Manslaughter,Male,29,Black,Not Hispanic,Firearm,0,0,No,False
Municipal Police,California,Los Angeles,Murder or Manslaughter,Male,38,White,Hispanic,Firearm,0,0,No,False
Municipal Police,California,Orange,Murder or Manslaughter,Male,49,White,Not Hispanic,Blunt Object,0,0,Yes,False
Municipal Police,New York,New York,Murder or Manslaughter,Male,20,Black,Unknown,Knife,0,1,Yes,False
Municipal Police,Michigan,Wayne,Murder or Manslaughter,Male,41,Black,Unknown,Firearm,0,1,No,False
Municipal Police,Ohio,Franklin,Murder or Manslaughter,Male,35,Black,Unknown,Firearm,0,0,Yes,False
Municipal Police,Texas,Tarrant,Murder or Manslaughter,Male,32,White,Unknown,Rifle,0,0,Yes,False
Municipal Police,Ohio,Ohio_othercity,Murder or Manslaughter,Male,57,Black,Unknown,Firearm,0,0,No,False
Municipal Police,Texas,Harris,Murder or Manslaughter,Male,48,Black,Not Hispanic,Firearm,0,0,Yes,False
Municipal Police,Florida,Duval,Murder or Manslaughter,Female,28,White,Unknown,Unknown,0,0,Yes,False
County Police,Georgia,De Kalb,Murder or Manslaughter,Male,21,Black,Not Hispanic,Firearm,0,0,Yes,False
Municipal Police,Illinois,Cook,Murder or Manslaughter,Male,42,Black,Unknown,Handgun,0,0,Yes,False
Sheriff,Texas,Texas_othercity,Murder or Manslaughter,Male,65,Black,Not Hispanic,Shotgun,0,0,Yes,False
Municipal Police,Tennessee,Tennessee_othercity,Murder or Manslaughter,Male,21,White,Unknown,Gun,0,2,No,False
Sheriff,Texas,Texas_othercity,Murder or Manslaughter,Male,12,White,Not Hispanic,Unknown,0,0,No,False
Municipal Police,Pennsylvania,Allegheny,Murder or Manslaughter,Male,18,Black,Not Hispanic,Handgun,0,0,No,False
Sheriff,Georgia,Georgia_othercity,Manslaughter by Negligence,Female,38,White,Unknown,Fall,0,0,Yes,False
County Police,Maryland,Maryland_othercity,Murder or Manslaughter,Female,34,Black,Not Hispanic,Handgun,2,0,No,False
Municipal Police,Georgia,Georgia_othercity,Murder or Manslaughter,Female,44,Black,Not Hispanic,Handgun,0,0,Yes,False
Sheriff,California,San Bernardino,Murder or Manslaughter,Male,47,White,Not Hispanic,Firearm,0,0,No,False
Municipal Police,Oregon,Oregon_othercity,Murder or Manslaughter,Male,19,White,Not Hispanic,Firearm,0,0,No,False
Municipal Police,California,Orange,Murder or Manslaughter,Male,27,White,Hispanic,Handgun,0,0,No,False
Municipal Police,Massachusetts,Massachusetts_othercity,Murder or Manslaughter,Male,17,White,Unknown,Handgun,0,1,Yes,False
Municipal Police,Texas,Texas_othercity,Murder or Manslaughter,Female,50,White,Unknown,Handgun,0,0,Yes,False
Municipal Police,Michigan,Wayne,Murder or Manslaughter,Female,52,Black,Unknown,Knife,0,1,Yes,False
Municipal Police,Missouri,St. Louis city,Murder or Manslaughter,Male,24,Black,Not Hispanic,Handgun,0,0,No,False
Municipal Police,South Carolina,South Carolina_othercity,Murder or Manslaughter,Male,17,Black,Unknown,Handgun,0,0,No,False
Municipal Police,Texas,Texas_othercity,Murder or Manslaughter,Female,2,Black,Not Hispanic,Blunt Object,0,0,Yes,True
Sheriff,California,San Diego,Murder or Manslaughter,Male,42,Black,Not Hispanic,Firearm,0,0,No,False
County Police,Georgia,Georgia_othercity,Murder or Manslaughter,Male,26,Black,Unknown,Handgun,0,0,No,False
Municipal Police,Ohio,Ohio_othercity,Murder or Manslaughter,Male,15,Black,Unknown,Handgun,0,0,No,False
Municipal Police,Illinois,Cook,Murder or Manslaughter,Male,22,Black,Unknown,Handgun,0,0,No,False
Municipal Police,Virginia,Virginia_othercity,Murder or Manslaughter,Male,31,Black,Unknown,Firearm,0,0,Yes,False
Sheriff,Texas,Texas_othercity,Murder or Manslaughter,Female,45,Asian/Pacific Islander,Unknown,Firearm,0,0,Yes,False
Sheriff,Florida,Florida_othercity,Murder or Manslaughter,Male,50,Asian/Pacific Islander,Unknown,Firearm,0,1,Yes,False
Municipal Police,Ohio,Franklin,Murder or Manslaughter,Male,21,Black,Unknown,Handgun,1,1,Yes,False
Sheriff,California,Los Angeles,Murder or Manslaughter,Male,40,Black,Not Hispanic,Handgun,0,0,No,False
Municipal Police,Pennsylvania,Philadelphia,Murder or Manslaughter,Female,57,Black,Not Hispanic,Handgun,0,0,Yes,False
Municipal Police,Louisiana,Louisiana_othercity,Murder or Manslaughter,Male,998,Black,Unknown,Handgun,0,0,No,True
Municipal Police,Colorado,Colorado_othercity,Murder or Manslaughter,Male,38,Black,Unknown,Handgun,0,1,Yes,False
Municipal Police,Virginia,Virginia_othercity,Murder or Manslaughter,Male,21,Black,Unknown,Handgun,0,0,No,False
Municipal Police,Washington,King,Murder or Manslaughter,Female,39,White,Unknown,Knife,0,0,Yes,False
Municipal Police,California,Los Angeles,Murder or Manslaughter,Male,39,Black,Not Hispanic,Handgun,0,0,No,False
Municipal Police,New York,New York_othercity,Murder or Manslaughter,Male,26,Black,Not Hispanic,Handgun,0,0,Yes,False
Municipal Police,Georgia,Georgia_othercity,Murder or Manslaughter,Male,45,Black,Unknown,Handgun,0,0,Yes,False
Municipal Police,Florida,Duval,Murder or Manslaughter,Male,14,Black,Unknown,Handgun,0,1,Yes,False
Sheriff,Louisiana,Louisiana_othercity,Murder or Manslaughter,Male,45,Black,Not Hispanic,Firearm,0,0,No,False
Municipal Police,California,Los Angeles,Murder or Manslaughter,Male,34,White,Hispanic,Knife,0,0,Yes,False
Municipal Police,Ohio,Ohio_othercity,Murder or Manslaughter,Female,45,White,Unknown,Blunt Object,0,0,Yes,False
Municipal Police,Georgia,Fulton,Murder or Manslaughter,Male,21,Black,Not Hispanic,Handgun,0,0,No,False
Sheriff,Louisiana,Louisiana_othercity,Murder or Manslaughter,Male,32,White,Not Hispanic,Fire,2,0,No,False
Sheriff,Florida,Orange,Murder or Manslaughter,Female,23,White,Unknown,Firearm,0,0,No,False
Municipal Police,Missouri,Missouri_othercity,Murder or Manslaughter,Male,44,Black,Not Hispanic,Handgun,3,0,No,False
Municipal Police,Florida,Orange,Murder or Manslaughter,Male,21,Black,Unknown,Handgun,0,0,Yes,False
Municipal Police,Florida,Dade,Murder or Manslaughter,Male,63,Black,Unknown,Firearm,0,1,No,False
Municipal Police,California,California_othercity,Murder or Manslaughter,Male,45,White,Hispanic,Blunt Object,0,0,Yes,False
Municipal Police,Illinois,Cook,Murder or Manslaughter,Female,37,Black,Unknown,Unknown,0,0,Yes,False
Municipal Police,South Carolina,South Carolina_othercity,Murder or Manslaughter,Male,23,Black,Unknown,Handgun,0,1,Yes,False
Municipal Police,Florida,Dade,Murder or Manslaughter,Male,67,White,Unknown,Blunt Object,0,0,No,False
Municipal Police,California,Riverside,Murder or Manslaughter,Male,20,Black,Not Hispanic,Handgun,0,0,No,False
Sheriff,Iowa,Iowa_othercity,Murder or Manslaughter,Female,64,White,Unknown,Blunt Object,0,0,Yes,False
Municipal Police,Texas,Dallas,Murder or Manslaughter,Male,43,White,Hispanic,Blunt Object,0,0,Yes,False
Municipal Police,Illinois,Cook,Murder or Manslaughter,Male,46,Black,Unknown,Handgun,0,0,No,False
County Police,Florida,Dade,Murder or Manslaughter,Male,49,Black,Unknown,Firearm,0,0,No,False
Municipal Police,Nevada,Clark,Murder or Manslaughter,Male,58,Asian/Pacific Islander,Not Hispanic,Firearm,0,0,Yes,False
Municipal Police,California,Los Angeles,Murder or Manslaughter,Male,46,Black,Not Hispanic,Knife,0,0,Yes,False
Municipal Police,Illinois,Cook,Murder or Manslaughter,Male,9,Black,Unknown,Handgun,0,1,Yes,True
Municipal Police,Utah,Utah_othercity,Murder or Manslaughter,Female,1,White,Unknown,Blunt Object,0,0,Yes,True
Municipal Police,California,Riverside,Murder or Manslaughter,Male,42,White,Not Hispanic,Blunt Object,0,0,No,False
Municipal Police,Illinois,Cook,Murder or Manslaughter,Male,29,Black,Unknown,Handgun,0,0,No,False
Municipal Police,District of Columbia,District of Columbia,Murder or Manslaughter,Male,22,Black,Unknown,Firearm,0,0,No,False
Municipal Police,California,Riverside,Murder or Manslaughter,Male,78,White,Hispanic,Blunt Object,0,0,Yes,False
Sheriff,Texas,Harris,Murder or Manslaughter,Male,43,Black,Not Hispanic,Handgun,0,0,Yes,False
Municipal Police,Louisiana,Orleans,Murder or Manslaughter,Male,14,Black,Unknown,Handgun,0,0,Yes,False
Municipal Police,Missouri,Missouri_othercity,Murder or Manslaughter,Male,15,White,Not Hispanic,Knife,0,0,Yes,False
Sheriff,Florida,Florida_othercity,Manslaughter by Negligence,Male,20,Black,Unknown,Handgun,0,0,Yes,False
Municipal Police,Texas,Dallas,Murder or Manslaughter,Male,19,White,Hispanic,Handgun,0,0,No,False
Sheriff,Georgia,Georgia_othercity,Murder or Manslaughter,Male,60,Black,Not Hispanic,Blunt Object,0,0,Yes,False
Municipal Police,Florida,Duval,Murder or Manslaughter,Female,22,Black,Unknown,Handgun,0,0,Yes,False
Municipal Police,Illinois,Cook,Murder or Manslaughter,Female,18,White,Unknown,Unknown,1,0,Yes,False
Municipal Police,Ohio,Ohio_othercity,Murder or Manslaughter,Female,23,White,Unknown,Drugs,0,1,Yes,False
Municipal Police,California,Kern,Murder or Manslaughter,Male,27,White,Hispanic,Handgun,0,0,No,False
Municipal Police,California,California_othercity,Murder or Manslaughter,Male,23,White,Hispanic,Knife,0,1,Yes,False
Sheriff,Washington,Washington_othercity,Murder or Manslaughter,Female,70,White,Unknown,Unknown,0,0,Yes,False
Municipal Police,Ohio,Cuyahoga,Murder or Manslaughter,Male,26,Black,Unknown,Handgun,0,0,Yes,False
Municipal Police,Missouri,St. Louis city,Murder or Manslaughter,Male,23,Black,Not Hispanic,Firearm,0,0,No,False
Municipal Police,Nevada,Clark,Murder or Manslaughter,Male,31,White,Not Hispanic,Firearm,0,0,Yes,False
Municipal Police,Pennsylvania,Philadelphia,Murder or Manslaughter,Male,21,Black,Not Hispanic,Handgun,0,0,No,False
Municipal Police,Kentucky,Kentucky_othercity,Murder or Manslaughter,Male,38,Black,Unknown,Firearm,0,0,No,False
Municipal Police,Texas,Bexar,Murder or Manslaughter,Male,46,White,Hispanic,Knife,0,0,Yes,False
Municipal Police,New York,New York,Murder or Manslaughter,Male,20,Black,Hispanic,Handgun,0,0,No,False
Municipal Police,New York,New York,Murder or Manslaughter,Male,51,Black,Unknown,Handgun,0,0,No,False
Municipal Police,District of Columbia,District of Columbia,Murder or Manslaughter,Female,54,Black,Not Hispanic,Knife,0,0,Yes,False
Sheriff,Florida,Florida_othercity,Murder or Manslaughter,Female,55,White,Unknown,Blunt Object,0,0,Yes,False
Municipal Police,Texas,Dallas,Murder or Manslaughter,Female,20,White,Not Hispanic,Firearm,0,0,No,False
Municipal Police,Pennsylvania,Philadelphia,Murder or Manslaughter,Male,28,Black,Not Hispanic,Handgun,0,0,No,False
Municipal Police,Texas,Texas_othercity,Murder or Manslaughter,Male,0,Black,Hispanic,Blunt Object,0,0,Yes,True
Municipal Police,Missouri,St. Louis city,Murder or Manslaughter,Male,16,Black,Not Hispanic,Firearm,0,0,No,False
Municipal Police,Oregon,Oregon_othercity,Murder or Manslaughter,Female,46,White,Not Hispanic,Firearm,0,0,Yes,False
Municipal Police,Pennsylvania,Philadelphia,Murder or Manslaughter,Male,23,Black,Not Hispanic,Handgun,0,0,No,False
Municipal Police,Michigan,Wayne,Murder or Manslaughter,Male,35,Black,Unknown,Handgun,0,0,No,False
Municipal Police,Missouri,Missouri_othercity,Murder or Manslaughter,Female,30,White,Not Hispanic,Blunt Object,0,0,Yes,False
Municipal Police,Illinois,Cook,Murder or Manslaughter,Male,14,Black,Unknown,Handgun,0,0,No,False
Municipal Police,Florida,Duval,Murder or Manslaughter,Male,28,Black,Unknown,Handgun,0,0,No,False
Municipal Police,Arkansas,Arkansas_othercity,Murder or Manslaughter,Male,38,Black,Unknown,Firearm,0,0,Yes,False
Municipal Police,Texas,Dallas,Murder or Manslaughter,Male,26,Black,Not Hispanic,Handgun,0,0,No,False
Municipal Police,Michigan,Wayne,Murder or Manslaughter,Male,54,Black,Unknown,Handgun,0,1,Yes,False
Municipal Police,Louisiana,East Baton Rouge,Manslaughter by Negligence,Male,4,Black,Not Hispanic,Drowning,0,0,Yes,True
Municipal Police,Tennessee,Shelby,Murder or Manslaughter,Male,28,White,Unknown,Handgun,1,0,No,False
Municipal Police,Michigan,Wayne,Murder or Manslaughter,Male,16,Black,Unknown,Handgun,0,0,Yes,False
Municipal Police,California,California_othercity,Murder or Manslaughter,Male,26,Black,Not Hispanic,Handgun,0,0,Yes,False
Sheriff,Tennessee,Tennessee_othercity,Murder or Manslaughter,Female,49,White,Unknown,Unknown,0,0,Yes,False
Municipal Police,Texas,Harris,Murder or Manslaughter,Female,36,Black,Not Hispanic,Knife,0,0,No,False
Municipal Police,California,San Bernardino,Murder or Manslaughter,Male,23,Black,Not Hispanic,Handgun,0,0,No,False
Sheriff,California,California_othercity,Murder or Manslaughter,Female,22,White,Not Hispanic,Handgun,5,0,Yes,False
Municipal Police,Missouri,Jackson,Murder or Manslaughter,Male,22,Black,Unknown,Handgun,0,1,Yes,False
Municipal Police,Ohio,Franklin,Murder or Manslaughter,Female,51,White,Unknown,Shotgun,0,0,Yes,False
Sheriff,Virginia,Virginia_othercity,Murder or Manslaughter,Male,42,White,Unknown,Firearm,1,0,Yes,False
Municipal Police,Georgia,Fulton,Murder or Manslaughter,Male,33,Black,Not Hispanic,Handgun,0,0,No,False
Municipal Police,Ohio,Cuyahoga,Murder or Manslaughter,Male,65,Black,Unknown,Unknown,0,0,Yes,False
